"","gene","TCGA","AUS","CA","TCGA2","AUS2","CA2","sum","abs"
"2681","ENSG00000105983",0.0418502170870489,0.0184294022107148,0.0631260708687211,1,1,1,3,3
"2685","ENSG00000105997",-0.0166444404010679,-0.0898731111142856,-0.321821060930047,-1,-1,-1,-3,3
"2694","ENSG00000106034",0.212465545048063,0.150202230039286,0.377902756397226,1,1,1,3,3
"2695","ENSG00000106049",0.18127285777757,0.144343398378572,0.0647224039420644,1,1,1,3,3
"2697","ENSG00000106066",0.228067400088118,0.600135455628571,0.00990477336640971,1,1,1,3,3
"2699","ENSG00000106070",0.267216402173831,0.0208243466607145,0.16434849162527,1,1,1,3,3
"2701","ENSG00000106078",0.288697757483845,0.383584831549999,0.189065681366102,1,1,1,3,3
"2703","ENSG00000106086",0.0159752627180239,0.149661293221429,0.0374085016191064,1,1,1,3,3
"2708","ENSG00000106125",0.0344793986526035,0.134567082835715,0.0283120769839753,1,1,1,3,3
"2711","ENSG00000106178",-0.106505765303872,-0.872532095335714,-0.997068857041294,-1,-1,-1,-3,3
"2712","ENSG00000106211",-0.199080754463552,-0.00142476681428683,-0.0247369843873653,-1,-1,-1,-3,3
"2720","ENSG00000106278",-0.180472185098265,-0.523437217396429,-1.02269869170539,-1,-1,-1,-3,3
"2724","ENSG00000106327",0.253750513241388,0.300419359035714,0.281312711064715,1,1,1,3,3
"2742","ENSG00000106443",0.0308332218144196,0.0373708021250003,0.0495585891790453,1,1,1,3,3
"2743","ENSG00000106459",0.00911311620934541,0.081637547532142,0.0117256678714952,1,1,1,3,3
"2744","ENSG00000106460",0.0654441776352463,0.0773473680750012,0.0766632745802776,1,1,1,3,3
"2762","ENSG00000106603",0.0309016994106814,0.1610477544,0.013683521668721,1,1,1,3,3
"2765","ENSG00000106609",0.00709786712897298,0.100363675407143,0.0857686759953777,1,1,1,3,3
"2773","ENSG00000106682",0.0610729047004011,0.0107375726642864,0.015515082669646,1,1,1,3,3
"2776","ENSG00000106688",-0.243292550046729,-0.103604159453571,-0.224959145022187,-1,-1,-1,-3,3
"2779","ENSG00000106714",-0.114999202041121,-0.241713834221429,-0.620173154632666,-1,-1,-1,-3,3
"2786","ENSG00000106789",-0.123043018784245,-0.116691015389286,-0.0672858798819718,-1,-1,-1,-3,3
"2790","ENSG00000106809",0.435158798810146,0.286673139367856,0.354253354388598,1,1,1,3,3
"2793","ENSG00000106829",-0.0362317024795731,-0.233863907114286,-0.0593845755722651,-1,-1,-1,-3,3
"2794","ENSG00000106853",0.0737845919895861,0.126350107642857,0.0103330506955315,1,1,1,3,3
"2796","ENSG00000106927",0.899355036825634,0.949930483135714,0.7208438855547,1,1,1,3,3
"2797","ENSG00000106948",0.151578057013618,0.0977182191321422,0.0753383899420648,1,1,1,3,3
"2801","ENSG00000106993",-0.0133239335714279,-0.0335190172678574,-0.0651399054117103,-1,-1,-1,-3,3
"2803","ENSG00000107021",-0.00841575052416577,-0.0693283644607146,-0.00272706901540865,-1,-1,-1,-3,3
"2806","ENSG00000107099",0.205416351324966,0.0973516502999994,0.0144334210764248,1,1,1,3,3
"2808","ENSG00000107130",-0.0124312371444599,-0.205453761089285,-0.0588701281590138,-1,-1,-1,-3,3
"2809","ENSG00000107140",-0.10419899391669,-0.0211099134107142,-0.0307970110246538,-1,-1,-1,-3,3
"2812","ENSG00000107175",-0.0662383593866487,-0.0841992391964288,-0.0179077095001539,-1,-1,-1,-3,3
"2814","ENSG00000107186",0.259574376083578,0.075110697125,0.445376918757781,1,1,1,3,3
"2816","ENSG00000107223",-0.12765977571215,-0.0209464965392856,-0.0202111467617865,-1,-1,-1,-3,3
"2819","ENSG00000107262",-0.196556386454473,-0.224210841635714,-0.0319699271035434,-1,-1,-1,-3,3
"2821","ENSG00000107281",-0.253141545222163,-0.0815435311928567,-0.233564497961788,-1,-1,-1,-3,3
"2834","ENSG00000107518",-0.208765847449933,-0.201678000442857,-0.0715064074576273,-1,-1,-1,-3,3
"2841","ENSG00000107566",-0.0541109266656878,-0.0342793156107142,-0.0203437865707246,-1,-1,-1,-3,3
"2845","ENSG00000107625",-0.00871607086862536,-0.0261291281071427,-0.0181871593852083,-1,-1,-1,-3,3
"2850","ENSG00000107679",0.0759854542985305,0.163382266028572,0.00999608389275863,1,1,1,3,3
"2852","ENSG00000107731",-0.0111456860411208,-0.299781984735715,-0.251292598513405,-1,-1,-1,-3,3
"2854","ENSG00000107738",-0.0369140709850466,-0.028187060075,-0.259329110934361,-1,-1,-1,-3,3
"2855","ENSG00000107742",0.256205252507343,0.284608721910715,0.381111486033282,1,1,1,3,3
"2857","ENSG00000107758",-0.0141719898389852,-0.0303124053428574,-0.0111994609201851,-1,-1,-1,-3,3
"2858","ENSG00000107771",0.0728948782793051,0.0227046934607138,0.0253778898650232,1,1,1,3,3
"2860","ENSG00000107789",-0.0162667983428575,-0.197049738846429,-0.0251307897087827,-1,-1,-1,-3,3
"2870","ENSG00000107862",-0.0806824493898528,-0.0431036331750008,-0.0331918459716487,-1,-1,-1,-3,3
"2883","ENSG00000107954",-0.180878082553003,-0.5381530077,-0.323854917145455,-1,-1,-1,-3,3
"2892","ENSG00000108055",0.0671011542902535,0.0015843974678571,0.0721922957602459,1,1,1,3,3
"2893","ENSG00000108061",-0.019010585708144,-0.0222138370178575,-0.0362253421451459,-1,-1,-1,-3,3
"2899","ENSG00000108175",0.0495445428755676,0.0640466371321429,0.0916548041996919,1,1,1,3,3
"2900","ENSG00000108176",-0.240149041564753,-0.863254299121429,-0.583553148548536,-1,-1,-1,-3,3
"2902","ENSG00000108187",-0.0126952443532717,-0.0510783242857151,-0.145096217126965,-1,-1,-1,-3,3
"2904","ENSG00000108239",-0.00301486213858482,-0.0330709620642855,-0.10011088161017,-1,-1,-1,-3,3
"2905","ENSG00000108242",0.165532615272096,0.389261828325,0.00304326952912159,1,1,1,3,3
"2907","ENSG00000108256",0.108254718778104,0.0209530408178562,0.0183516162650221,1,1,1,3,3
"2915","ENSG00000108370",-0.316789177959946,-0.144780019,-0.234058112569183,-1,-1,-1,-3,3
"2926","ENSG00000108433",0.0187240501567425,0.0139862249678568,0.132841553082589,1,1,1,3,3
"2929","ENSG00000108448",0.0387770229052071,0.0400366212499996,0.0181839985340524,1,1,1,3,3
"2936","ENSG00000108509",-0.123040155142056,-0.00122653374285697,-0.0289187643041604,-1,-1,-1,-3,3
"2948","ENSG00000108582",0.0568603963153542,0.059331538764285,0.109456118208321,1,1,1,3,3
"2952","ENSG00000108591",-0.13756205830948,-0.0560379114392857,-0.0469310677439134,-1,-1,-1,-3,3
"2955","ENSG00000108602",0.127149940939119,0.104630425692857,0.108018057717412,1,1,1,3,3
"2956","ENSG00000108604",-0.0644353739551402,-0.0421619645750004,-0.0109806709688751,-1,-1,-1,-3,3
"2958","ENSG00000108639",-0.0832336359196262,-0.0968647959214302,-0.0651531039380586,-1,-1,-1,-3,3
"2964","ENSG00000108679",-0.174130477910548,-0.0468595398250002,-0.00319367551063188,-1,-1,-1,-3,3
"2972","ENSG00000108797",0.118298467416822,0.0597854376928577,0.306058900269337,1,1,1,3,3
"2975","ENSG00000108819",-0.0484232073236317,-0.0670261834321426,-0.020463438126348,-1,-1,-1,-3,3
"2978","ENSG00000108828",0.0240156358630177,0.156361365867857,0.0830034108511555,1,1,1,3,3
"2983","ENSG00000108849",1.09582605354927,0.642854033364286,0.383548240923883,1,1,1,3,3
"2984","ENSG00000108852",0.0929027069129509,0.0544199625142854,0.294713393350385,1,1,1,3,3
"3000","ENSG00000109079",0.0802836786704946,0.000390251582143009,0.215178778552542,1,1,1,3,3
"3001","ENSG00000109083",0.0603577387805068,0.131924106982143,0.20322535800493,1,1,1,3,3
"3007","ENSG00000109111",0.0183600495599467,0.0768705546321442,0.0928033784012321,1,1,1,3,3
"3009","ENSG00000109118",0.00807368222189542,0.196169722982143,0.00296698961664088,1,1,1,3,3
"3010","ENSG00000109133",-0.055566530434179,-0.206838687228572,-0.0272579727620954,-1,-1,-1,-3,3
"3012","ENSG00000109180",-0.00534880523311099,-0.119239478664286,-0.0833505776070878,-1,-1,-1,-3,3
"3016","ENSG00000109205",0.260198967577036,0.674231862517857,0.102009350678891,1,1,1,3,3
"3022","ENSG00000109321",-0.0863514738592794,-0.146179698128571,-0.404651219353159,-1,-1,-1,-3,3
"3038","ENSG00000109534",-0.0600773792416547,-0.0885195285178568,-0.162000725696764,-1,-1,-1,-3,3
"3039","ENSG00000109536",-0.0743820287238988,-0.118152061832143,-0.0339778043904468,-1,-1,-1,-3,3
"3044","ENSG00000109610",0.184069210696662,0.392639043021428,0.215256120419415,1,1,1,3,3
"3048","ENSG00000109670",-0.0100530602643527,-0.0833031449357149,-0.105843140272727,-1,-1,-1,-3,3
"3053","ENSG00000109689",-0.0287893834793058,-0.136088299135714,-0.116198717533436,-1,-1,-1,-3,3
"3055","ENSG00000109738",0.0695514982945262,0.146195733207143,0.3787888072302,1,1,1,3,3
"3061","ENSG00000109787",0.0642842050160217,0.0607840187107147,0.00133740799322091,1,1,1,3,3
"3068","ENSG00000109854",-0.0420215396918557,-0.0469135251535722,-0.0809353032751927,-1,-1,-1,-3,3
"3071","ENSG00000109906",0.463455290476102,0.696419484664286,0.309225050482588,1,1,1,3,3
"3080","ENSG00000110002",-0.179806401340187,-0.003374519846429,-0.131301051602774,-1,-1,-1,-3,3
"3086","ENSG00000110047",-0.0428804003855809,-0.111944648600001,-0.111220531325424,-1,-1,-1,-3,3
"3090","ENSG00000110066",0.0309464229636855,0.0277494832142855,0.00159698258489982,1,1,1,3,3
"3091","ENSG00000110074",-0.159051809570093,-0.0463765244857148,-0.0272805267066261,-1,-1,-1,-3,3
"3094","ENSG00000110077",0.046136752050467,0.0857541714607146,0.0318621954758092,1,1,1,3,3
"3096","ENSG00000110080",0.00232477181335078,0.359526975289286,0.107388970835131,1,1,1,3,3
"3105","ENSG00000110195",0.629153991032844,0.723991714321429,0.0252171858604009,1,1,1,3,3
"3110","ENSG00000110315",-0.0220069923612813,-0.0547408512964287,-0.100719851047149,-1,-1,-1,-3,3
"3119","ENSG00000110400",-0.106207555468625,-0.140593703696428,-0.257628251520185,-1,-1,-1,-3,3
"3121","ENSG00000110427",-0.0207279482587452,-0.163812769303571,-0.25647673573282,-1,-1,-1,-3,3
"3126","ENSG00000110448",0.142588848256609,0.527634236014286,0.0778636097858243,1,1,1,3,3
"3128","ENSG00000110492",-0.271018227725234,-0.276782928442857,-0.158511565082588,-1,-1,-1,-3,3
"3135","ENSG00000110651",-0.0815605439813094,-0.111812475153572,-0.209700355559631,-1,-1,-1,-3,3
"3136","ENSG00000110660",-0.109216833618424,-0.155669273278572,-0.0224591052724188,-1,-1,-1,-3,3
"3138","ENSG00000110697",-0.165943309057143,-0.00451240380357198,-0.0987516918160249,-1,-1,-1,-3,3
"3141","ENSG00000110713",-0.00714969237943919,-0.00969298555357057,-0.102625828628968,-1,-1,-1,-3,3
"3151","ENSG00000110844",-0.246320491729506,-0.0558056096642856,-0.219387827246225,-1,-1,-1,-3,3
"3154","ENSG00000110852",0.0727219724005339,0.133551408175,0.000959773945762521,1,1,1,3,3
"3155","ENSG00000110871",-0.00482193946034659,-0.0527863221214284,-0.168619067488444,-1,-1,-1,-3,3
"3161","ENSG00000110906",-0.00706730851268311,-0.103297999917857,-0.0965304969451459,-1,-1,-1,-3,3
"3163","ENSG00000110917",0.103489180598665,0.0870203889071437,0.0397547134865945,1,1,1,3,3
"3164","ENSG00000110921",-0.27109793977223,-0.213678954639286,-0.129459643576579,-1,-1,-1,-3,3
"3165","ENSG00000110925",-0.0189162605407214,-0.1315518782,-0.00565211181078595,-1,-1,-1,-3,3
"3167","ENSG00000110934",0.065931372710013,0.118879077110714,0.0797944571497688,1,1,1,3,3
"3168","ENSG00000110944",0.148074079056075,0.410255256817857,0.185430312298921,1,1,1,3,3
"3170","ENSG00000110958",-0.029454013965287,-0.216756487992857,-0.0260507086915256,-1,-1,-1,-3,3
"3171","ENSG00000110987",-0.0393884988758346,-0.0713584940321432,-0.14727177178829,-1,-1,-1,-3,3
"3174","ENSG00000111057",-0.197473252549266,-0.162884179128572,-0.0986138673682593,-1,-1,-1,-3,3
"3175","ENSG00000111058",0.243713918181575,0.148419483971429,0.200014045975963,1,1,1,3,3
"3179","ENSG00000111142",-0.0194006301271026,-0.0608438358178569,-0.0772677160110939,-1,-1,-1,-3,3
"3182","ENSG00000111181",-0.0766252384670227,-0.0460168307857143,-0.132102062883513,-1,-1,-1,-3,3
"3185","ENSG00000111199",-0.0463991023214954,-0.141144098153572,-0.811182588792604,-1,-1,-1,-3,3
"3190","ENSG00000111229",-0.158483162201069,-0.102127307017856,-0.215457211955007,-1,-1,-1,-3,3
"3192","ENSG00000111237",-0.0603355745591454,-0.0171432112178573,-0.121705366041294,-1,-1,-1,-3,3
"3205","ENSG00000111325",-0.0874426448576768,-0.123279999632143,-0.084838377560863,-1,-1,-1,-3,3
"3206","ENSG00000111328",-0.0988904820213614,-0.252844227489286,-0.086819441213251,-1,-1,-1,-3,3
"3213","ENSG00000111361",-0.0446567780542058,-0.0725119047892857,-0.137052682300155,-1,-1,-1,-3,3
"3217","ENSG00000111424",-0.100583548079038,-0.139002343032143,-0.0233802508434522,-1,-1,-1,-3,3
"3220","ENSG00000111452",0.301577528245127,0.14340179395,0.477663674268721,1,1,1,3,3
"3223","ENSG00000111540",-0.0928909492635501,-0.191020807139285,-0.049769469007396,-1,-1,-1,-3,3
"3233","ENSG00000111642",-0.0164472874192256,-0.016364478771429,-0.0217254320154083,-1,-1,-1,-3,3
"3234","ENSG00000111644",0.148382261291856,0.273737387285714,0.103978944974731,1,1,1,3,3
"3236","ENSG00000111652",-0.00413802116849205,-0.0648913445678572,-0.0714574954902929,-1,-1,-1,-3,3
"3238","ENSG00000111664",0.00787967602937245,0.0384539373214285,0.209656490323267,1,1,1,3,3
"3256","ENSG00000111726",-0.0301894466806409,-0.236650876357143,-0.201364203276117,-1,-1,-1,-3,3
"3258","ENSG00000111729",0.0492975182197597,0.0547635774571429,0.0270349107355932,1,1,1,3,3
"3260","ENSG00000111737",-0.000217478750067279,-0.00147169292142912,-0.118851903977812,-1,-1,-1,-3,3
"3262","ENSG00000111775",-0.1855766165498,-0.169611244571429,-0.0424666044742681,-1,-1,-1,-3,3
"3264","ENSG00000111786",-0.0523214416491316,-0.0542246006000004,-0.177076092497997,-1,-1,-1,-3,3
"3266","ENSG00000111796",0.218505723460881,0.523156563389286,0.135277045112173,1,1,1,3,3
"3268","ENSG00000111801",0.138349958206408,0.0298078962892863,0.000365254117411062,1,1,1,3,3
"3270","ENSG00000111816",0.000613413554873432,0.0816408358607141,0.0332377740329743,1,1,1,3,3
"3278","ENSG00000111850",0.0227225631201602,0.0575355241107145,0.260545448267796,1,1,1,3,3
"3283","ENSG00000111877",0.0091637299562084,0.0719912188964287,0.0309464879867489,1,1,1,3,3
"3284","ENSG00000111879",0.290744144559947,0.262043822689286,0.284638995097381,1,1,1,3,3
"3292","ENSG00000111913",0.365016237907343,0.263515358464285,0.230512875195378,1,1,1,3,3
"3293","ENSG00000111961",0.174610966244593,0.0558933501249994,0.0558152832400616,1,1,1,3,3
"3299","ENSG00000112062",0.0826910311594125,0.0494307536285721,0.108763361308166,1,1,1,3,3
"3301","ENSG00000112079",0.0573605317994659,0.0370000113285718,0.0605887479710328,1,1,1,3,3
"3303","ENSG00000112096",0.10444655089613,0.189193949817858,0.26416560871772,1,1,1,3,3
"3304","ENSG00000112110",-0.0699616464558073,-0.0165127468285711,-0.017861931085978,-1,-1,-1,-3,3
"3312","ENSG00000112159",0.273812607214953,0.121726129507143,0.0845601004419105,1,1,1,3,3
"3313","ENSG00000112164",0.0890863443684913,0.409020656903571,0.400672522500154,1,1,1,3,3
"3316","ENSG00000112186",0.18881302139012,0.221303867603571,0.187156493788598,1,1,1,3,3
"3317","ENSG00000112200",0.0172516511871823,0.0635792836535716,0.0830933419010789,1,1,1,3,3
"3321","ENSG00000112234",0.0958402188750336,0.111789198992857,0.0208704687750387,1,1,1,3,3
"3324","ENSG00000112245",0.0272635716806402,0.0848557662178564,0.367534108730971,1,1,1,3,3
"3335","ENSG00000112305",0.0480176542165553,0.155930487171429,0.143438491837288,1,1,1,3,3
"3340","ENSG00000112320",-0.0378914168793054,-0.217275779739285,-0.0415592247633283,-1,-1,-1,-3,3
"3341","ENSG00000112335",0.014000842893191,0.0364936384928578,0.0543026606098609,1,1,1,3,3
"3342","ENSG00000112339",0.0417488689092123,0.0604992725928568,0.0232220801155618,1,1,1,3,3
"3343","ENSG00000112343",0.018499180071295,0.183109147257142,0.022215934502003,1,1,1,3,3
"3344","ENSG00000112357",-0.0903179449727638,-0.00327866336785743,-0.0478336310699534,-1,-1,-1,-3,3
"3348","ENSG00000112379",0.0850128001364485,0.374737514460714,0.0279923213075488,1,1,1,3,3
"3349","ENSG00000112394",0.359246703658745,0.0638868377714283,0.278873781068105,1,1,1,3,3
"3363","ENSG00000112576",-0.110463555524433,-0.211986706107142,-0.00548662499383656,-1,-1,-1,-3,3
"3379","ENSG00000112701",0.0405753069909212,0.135964675046428,0.0546324131109408,1,1,1,3,3
"3380","ENSG00000112715",0.072179984841922,0.111118730857143,0.0958719979383655,1,1,1,3,3
"3381","ENSG00000112739",0.0378363458440587,0.102863200178572,0.0825995312647159,1,1,1,3,3
"3384","ENSG00000112761",0.491524138095594,1.20562883696429,0.00741014522403693,1,1,1,3,3
"3391","ENSG00000112812",0.0833386248432575,0.340995138921429,0.105912446495532,1,1,1,3,3
"3394","ENSG00000112852",-0.219982271591188,-0.1123567597,-0.281450646025886,-1,-1,-1,-3,3
"3400","ENSG00000112936",0.432316699923897,0.218676749785715,0.258348150964252,1,1,1,3,3
"3402","ENSG00000112964",0.30296655710227,0.0866256256035713,0.296363557372881,1,1,1,3,3
"3405","ENSG00000112981",-0.0819314324291054,-0.0984084708107142,-0.420162227566718,-1,-1,-1,-3,3
"3413","ENSG00000113070",-0.0962496953433911,-0.0558423124857139,-0.14365240172943,-1,-1,-1,-3,3
"3414","ENSG00000113083",0.359640415527904,0.0831828256535712,0.266868170546688,1,1,1,3,3
"3417","ENSG00000113161",-0.105044563423766,-0.0588661291000001,-0.0367235325352855,-1,-1,-1,-3,3
"3428","ENSG00000113263",0.327687264243525,0.274516215525,0.683617630629584,1,1,1,3,3
"3433","ENSG00000113296",0.37823087741442,0.0816427223678566,0.358128172313713,1,1,1,3,3
"3445","ENSG00000113384",0.00979512189612741,0.0321619431107134,0.0820538460326654,1,1,1,3,3
"3453","ENSG00000113494",-0.216357532442456,-0.224321837332143,-0.226552037884745,-1,-1,-1,-3,3
"3457","ENSG00000113552",0.0059802243941256,0.00110785637499955,0.164205025395378,1,1,1,3,3
"3459","ENSG00000113558",-0.0716746459794386,-0.0731250698250001,-0.0889079556360564,-1,-1,-1,-3,3
"3461","ENSG00000113575",-0.0164722567457947,-0.0831539616571426,-0.0015362695186445,-1,-1,-1,-3,3
"3467","ENSG00000113597",-0.0199492249321764,-0.0016183952714286,-0.168524864612943,-1,-1,-1,-3,3
"3469","ENSG00000113621",-0.0144778916144199,-0.174384528314286,-0.0158033219439142,-1,-1,-1,-3,3
"3472","ENSG00000113645",0.136587373862216,0.206222521110714,0.102659162314637,1,1,1,3,3
"3476","ENSG00000113658",-0.0245708510144187,-0.0932158834178569,-0.0328403682551617,-1,-1,-1,-3,3
"3477","ENSG00000113712",-0.0761977888037393,-0.0306140199571434,-0.0977037623084733,-1,-1,-1,-3,3
"3479","ENSG00000113719",0.00657107601602114,0.0854488072678574,0.127073646886595,1,1,1,3,3
"3501","ENSG00000114013",0.136064284397597,0.008153000028571,0.0664328580292759,1,1,1,3,3
"3509","ENSG00000114098",0.0838977377805072,0.0191900230214284,0.0971888692077041,1,1,1,3,3
"3512","ENSG00000114120",0.113231507018959,0.16542924905,0.0091455739824351,1,1,1,3,3
"3514","ENSG00000114126",0.0526983370576772,0.0321592163357138,0.00226350284036947,1,1,1,3,3
"3518","ENSG00000114248",0.25772181062964,0.124066839696428,0.075778255336826,1,1,1,3,3
"3526","ENSG00000114353",-0.0823469977708946,-0.0626795999928582,-0.0488293818348229,-1,-1,-1,-3,3
"3528","ENSG00000114374",-0.571641370614686,-0.447440533853571,-0.486630279961787,-1,-1,-1,-3,3
"3534","ENSG00000114405",-0.151648661169025,-0.144888263478571,-0.109222520483513,-1,-1,-1,-3,3
"3536","ENSG00000114423",0.0199813258507344,0.150851260067857,0.0110068668286587,1,1,1,3,3
"3541","ENSG00000114473",0.137831404065688,0.0957023931642853,0.00214063867765812,1,1,1,3,3
"3542","ENSG00000114480",0.0548450390200266,0.129570506925,0.0228216527174112,1,1,1,3,3
"3548","ENSG00000114544",0.00416357260774358,0.201496619042858,0.0753155327346686,1,1,1,3,3
"3549","ENSG00000114554",0.00899631679038748,0.0294127201714272,0.0214042786533124,1,1,1,3,3
"3579","ENSG00000114853",-0.0127444874520695,-0.0560124074250004,-0.0980610473115568,-1,-1,-1,-3,3
"3587","ENSG00000114923",-0.245683641641923,-0.266216777389286,-0.252935076528813,-1,-1,-1,-3,3
"3598","ENSG00000115009",0.0161070303415221,0.297488744478572,0.289356040700462,1,1,1,3,3
"3604","ENSG00000115085",0.163983796673431,0.13360163005,0.0484804624345148,1,1,1,3,3
"3606","ENSG00000115107",0.00426046227182919,0.172857451082143,0.0195631499312787,1,1,1,3,3
"3608","ENSG00000115112",0.0532813241356473,0.525631490082143,0.0815968626064718,1,1,1,3,3
"3614","ENSG00000115165",0.246965053043792,0.168986377282143,0.23935476685547,1,1,1,3,3
"3616","ENSG00000115183",0.0355444879289717,0.0720734545857145,0.0231222998465324,1,1,1,3,3
"3618","ENSG00000115207",0.048969598339653,0.0938254155892855,0.0341882645392912,1,1,1,3,3
"3619","ENSG00000115211",0.0116605378683579,0.1969315214,0.00211736666533113,1,1,1,3,3
"3625","ENSG00000115234",0.0411015990181571,0.0474946350571432,0.145070260555932,1,1,1,3,3
"3631","ENSG00000115263",-0.473514954495594,-1.25420645779643,-1.24517701504869,-1,-1,-1,-3,3
"3634","ENSG00000115268",-0.233562924991187,-0.0833107055249993,-0.0269367214175649,-1,-1,-1,-3,3
"3639","ENSG00000115286",-0.326336252896929,-0.143833398032143,-0.037093880530354,-1,-1,-1,-3,3
"3641","ENSG00000115290",0.385988735878772,0.150320660214286,0.226648837917411,1,1,1,3,3
"3643","ENSG00000115306",0.0706232845289705,0.104852930035713,0.095125747969492,1,1,1,3,3
"3646","ENSG00000115317",0.0239747901356475,0.0722814894607149,0.0673211009494601,1,1,1,3,3
"3653","ENSG00000115361",0.458300208018425,0.0250555103964285,0.199778157895532,1,1,1,3,3
"3654","ENSG00000115363",-0.0518931501121491,-0.255666900821429,-0.0496337341895223,-1,-1,-1,-3,3
"3666","ENSG00000115425",-0.122013485249399,-0.178737706971428,-0.0739858928976886,-1,-1,-1,-3,3
"3668","ENSG00000115457",-0.279833479624566,-0.367927044342857,-0.0649855807978428,-1,-1,-1,-3,3
"3675","ENSG00000115507",0.124120406263017,0.123035854335714,0.07897063905886,1,1,1,3,3
"3676","ENSG00000115514",-0.0114876375383179,-0.275943983285714,-0.133385261733128,-1,-1,-1,-3,3
"3678","ENSG00000115523",-0.133673548323632,-0.215331254428572,-0.424138938711556,-1,-1,-1,-3,3
"3679","ENSG00000115524",0.0975984222432569,0.0560564954285709,0.0206772898012328,1,1,1,3,3
"3692","ENSG00000115602",0.330393260618959,0.329012210092857,0.0366136347288137,1,1,1,3,3
"3706","ENSG00000115738",0.0757742201465952,0.017980425546428,0.0352174588403695,1,1,1,3,3
"3707","ENSG00000115750",0.0331753130995995,0.139444558617857,0.208145976102619,1,1,1,3,3
"3715","ENSG00000115816",0.0485605811711611,0.0106294843964285,0.108360842645609,1,1,1,3,3
"3722","ENSG00000115866",0.0749744267957277,0.073851087953571,0.0846710070394447,1,1,1,3,3
"3724","ENSG00000115884",-0.0650531702750339,-0.0183932963214275,-0.15384264340185,-1,-1,-1,-3,3
"3737","ENSG00000115970",0.00300541598771709,0.068852397953572,0.0279859069910637,1,1,1,3,3
"3744","ENSG00000116017",-0.0906213727006677,-0.0305898990571434,-0.141695681683513,-1,-1,-1,-3,3
"3745","ENSG00000116030",-0.0612654634384509,-0.0433072132142858,-0.0406402042514635,-1,-1,-1,-3,3
"3766","ENSG00000116191",-0.0839652046838451,-0.0038169976035709,-0.128301400812327,-1,-1,-1,-3,3
"3770","ENSG00000116209",-0.00187665432416573,-0.0461907715857137,-0.000726420656087967,-1,-1,-1,-3,3
"3775","ENSG00000116254",-0.0138128533030707,-0.128758978725,-0.197160973314946,-1,-1,-1,-3,3
"3781","ENSG00000116299",-0.0899810291911889,-0.306757331435714,-0.393439776604006,-1,-1,-1,-3,3
"3784","ENSG00000116353",-0.123412694412016,-0.0481451306142855,-0.0624556051981511,-1,-1,-1,-3,3
"3789","ENSG00000116473",0.0443188456819765,0.0239521943964291,0.0399104527278897,1,1,1,3,3
"3795","ENSG00000116525",-0.0585306864347128,-0.207104814539286,-0.109747554721417,-1,-1,-1,-3,3
"3796","ENSG00000116539",0.0881293924469961,0.0148933891714282,0.0232750652292761,1,1,1,3,3
"3797","ENSG00000116560",-0.0293099320363144,-0.0323097850999989,-0.0663781422449929,-1,-1,-1,-3,3
"3818","ENSG00000116701",0.0288105476085443,0.120573894182143,0.0627678138542374,1,1,1,3,3
"3822","ENSG00000116729",-0.0226430604867822,-0.0343879813285719,-0.0218857909362091,-1,-1,-1,-3,3
"3824","ENSG00000116741",0.068533464049132,0.270917181546428,0.0890344943580894,1,1,1,3,3
"3832","ENSG00000116786",0.06594228289506,0.00620234833928546,0.021879620886903,1,1,1,3,3
"3838","ENSG00000116824",0.318133054579973,0.0890292971357143,0.346256961814792,1,1,1,3,3
"3839","ENSG00000116830",0.0622367800937251,0.180562059482143,0.0826781137436052,1,1,1,3,3
"3840","ENSG00000116833",0.215690644601335,0.0179017625749998,0.501256446581817,1,1,1,3,3
"3844","ENSG00000116871",-0.0897138175481977,-0.00445181822500018,-0.246043348212327,-1,-1,-1,-3,3
"3856","ENSG00000116984",0.0567003360710272,0.0230733163857142,0.0468707007020033,1,1,1,3,3
"3858","ENSG00000116990",-0.0456276595337783,-0.301830481592857,-0.204920421122651,-1,-1,-1,-3,3
"3865","ENSG00000117020",0.1148106074243,0.00574037278928596,0.0665880178277352,1,1,1,3,3
"3869","ENSG00000117091",0.210970909089453,0.0228698818857143,0.275878842770108,1,1,1,3,3
"3871","ENSG00000117115",0.541915315732443,0.436788989607143,0.244708623710015,1,1,1,3,3
"3874","ENSG00000117133",-0.0107087199324436,-0.015141695553571,-0.0159891133423731,-1,-1,-1,-3,3
"3880","ENSG00000117155",-0.0589561617773029,-0.151619885489286,-0.17828647317812,-1,-1,-1,-3,3
"3882","ENSG00000117222",0.10905704281976,0.0067078634464286,0.096777824732512,1,1,1,3,3
"3885","ENSG00000117262",-0.232437174714553,-0.0955048922535715,-0.0448753426486901,-1,-1,-1,-3,3
"3887","ENSG00000117280",0.0317527333367149,0.0562600239535715,0.139011339669029,1,1,1,3,3
"3889","ENSG00000117305",0.064158697173565,0.0912160082214291,0.0127690180964555,1,1,1,3,3
"3901","ENSG00000117419",-0.0588652751508683,-0.199227881,-0.0562011527275805,-1,-1,-1,-3,3
"3909","ENSG00000117479",0.183256991544726,0.148272869257143,0.109699301239445,1,1,1,3,3
"3915","ENSG00000117523",0.0431968506779707,0.138156425760716,0.012003945056394,1,1,1,3,3
"3923","ENSG00000117594",0.248172811617623,0.130289087328571,0.523604251168875,1,1,1,3,3
"3924","ENSG00000117595",-0.0838703653698269,-0.112236372539286,-0.172554747787673,-1,-1,-1,-3,3
