"","gene","TCGA","AUS","CA","TCGA2","AUS2","CA2","sum","abs"
"2","ENSG00000000419",-0.0123339171054742,-0.165921488903572,-0.0494118933984584,-1,-1,-1,-3,3
"4","ENSG00000000938",0.18438661769239,0.083367523957143,0.297994905085978,1,1,1,3,3
"8","ENSG00000001167",0.0170927790072088,0.0736494938214287,0.163114047834514,1,1,1,3,3
"19","ENSG00000002330",-0.2653450556251,-0.0259556750321428,-0.180793723971957,-1,-1,-1,-3,3
"21","ENSG00000002586",-0.131273804551668,-0.252763492346429,-0.00906104865516166,-1,-1,-1,-3,3
"22","ENSG00000002587",-0.38099993607717,-0.0366445101785713,-0.207295293628043,-1,-1,-1,-3,3
"26","ENSG00000002834",0.0306925944363154,0.057381426500001,0.11431735230755,1,1,1,3,3
"40","ENSG00000003989",0.105951217043791,0.00772095278928653,0.69569500737812,1,1,1,3,3
"42","ENSG00000004139",0.0394686321070763,0.0274052887214289,0.150858408199076,1,1,1,3,3
"57","ENSG00000004864",0.0520788981340452,0.0064854133392851,0.0411686196856706,1,1,1,3,3
"59","ENSG00000004961",-0.00990089914125569,-0.246106773725,-0.0182695612631747,-1,-1,-1,-3,3
"62","ENSG00000005007",-0.0406234028899863,-0.0451272863892864,-0.128319607846224,-1,-1,-1,-3,3
"66","ENSG00000005075",-0.163868650318292,-0.0688343971357144,-0.0485145767211099,-1,-1,-1,-3,3
"70","ENSG00000005175",-0.0288129691108141,-0.162191523128572,-0.0546118604298922,-1,-1,-1,-3,3
"71","ENSG00000005187",0.0980547157044054,0.0135638420749995,0.00596110678674933,1,1,1,3,3
"74","ENSG00000005238",-0.218545247485714,-0.0409661214071431,-0.285637825734669,-1,-1,-1,-3,3
"80","ENSG00000005421",0.027805571445661,0.0434997261178571,0.159773729158706,1,1,1,3,3
"83","ENSG00000005469",-0.00874035238638182,-0.148971355696428,-0.164486184892757,-1,-1,-1,-3,3
"85","ENSG00000005483",0.176162895787717,0.233998975717856,0.0144519240989212,1,1,1,3,3
"86","ENSG00000005486",-0.0973051731668892,-0.0556249926321426,-0.107543273529122,-1,-1,-1,-3,3
"88","ENSG00000005700",-0.0190245353975973,-0.0846135198535727,-0.0418783311833586,-1,-1,-1,-3,3
"91","ENSG00000005812",0.12798955259733,0.0158713194000004,0.0370929268890601,1,1,1,3,3
"92","ENSG00000005844",0.167384087210948,0.167026163185714,0.339347144469953,1,1,1,3,3
"93","ENSG00000005882",0.0172928019276366,0.0466442661321427,0.0700042187451464,1,1,1,3,3
"98","ENSG00000006015",-0.240679590594125,-0.0365377840642855,-0.142255905085363,-1,-1,-1,-3,3
"99","ENSG00000006016",-0.0831727587919895,-0.106147385003571,-0.157462645567643,-1,-1,-1,-3,3
"102","ENSG00000006062",0.129012133109479,0.128172128864286,0.0474735832702624,1,1,1,3,3
"103","ENSG00000006071",-0.276420905206676,-0.795008772482143,-0.251491005959939,-1,-1,-1,-3,3
"105","ENSG00000006125",0.0582426781586118,0.00612054276071561,0.1446679870604,1,1,1,3,3
"107","ENSG00000006210",-0.0459392965676901,-0.379489598435714,-0.373115343373498,-1,-1,-1,-3,3
"108","ENSG00000006282",-0.14018632848705,-0.212749788003571,-0.0076118180166409,-1,-1,-1,-3,3
"109","ENSG00000006327",-0.0637051410555411,-0.28599127435,-0.0765835246446844,-1,-1,-1,-3,3
"110","ENSG00000006432",0.121284000186649,0.109477571592857,0.0556358947858246,1,1,1,3,3
"114","ENSG00000006468",-0.0207133586608812,-0.0026022725499999,-0.0161835806363637,-1,-1,-1,-3,3
"123","ENSG00000006652",0.148597308236048,0.227562177807143,0.0104249541097072,1,1,1,3,3
"128","ENSG00000006740",-0.111555160420828,-0.143845369767857,-0.0509917070040062,-1,-1,-1,-3,3
"132","ENSG00000006757",0.0669286538485983,0.214143811907143,0.0376124182249615,1,1,1,3,3
"134","ENSG00000007038",0.0370982547471295,0.613404468982143,0.203710373363945,1,1,1,3,3
"135","ENSG00000007047",-0.112444744943124,-0.0502312838250001,-0.033391834292142,-1,-1,-1,-3,3
"136","ENSG00000007062",0.137231355087049,0.564108696632143,0.403920689773498,1,1,1,3,3
"137","ENSG00000007080",-0.193594367874232,-0.048675806346429,-0.0829798872449921,-1,-1,-1,-3,3
"138","ENSG00000007168",-0.015117188468091,-0.0705069158892861,-0.0242651404366718,-1,-1,-1,-3,3
"140","ENSG00000007202",0.0341117087356473,0.0779894632964275,0.196076709521417,1,1,1,3,3
"145","ENSG00000007372",-0.0438153718867822,-0.934837094382143,-0.528281941362712,-1,-1,-1,-3,3
"148","ENSG00000007402",-0.114035338040854,-0.329572214828572,-0.0610965954557781,-1,-1,-1,-3,3
"156","ENSG00000007944",0.19345313977757,0.139947912775,0.33133242630601,1,1,1,3,3
"157","ENSG00000007952",-0.145494692144459,-0.428663677292857,-0.572017280097072,-1,-1,-1,-3,3
"161","ENSG00000008083",0.00872159675647577,0.083139730917857,0.0181018592949149,1,1,1,3,3
"178","ENSG00000008441",0.0636441575530036,0.0271174081571433,0.00611234269121663,1,1,1,3,3
"181","ENSG00000008735",-0.0791672241343124,-0.232482584310715,-0.112988665202466,-1,-1,-1,-3,3
"188","ENSG00000009413",0.23022057079466,0.131822099875,0.10908377483698,1,1,1,3,3
"189","ENSG00000009694",0.240268851834179,0.502434647167857,0.356898977771649,1,1,1,3,3
"191","ENSG00000009780",0.0922897133893184,0.0107137483142861,0.0454150539140219,1,1,1,3,3
"192","ENSG00000009790",0.198690589273966,0.080872400089286,0.171744735679199,1,1,1,3,3
"193","ENSG00000009830",-0.0702510566277699,-0.025076754103571,-0.038786100341448,-1,-1,-1,-3,3
"197","ENSG00000010017",0.0226995441046736,0.0154363768428576,0.203643614685979,1,1,1,3,3
"205","ENSG00000010292",0.0658614850232313,0.0288789143678576,0.0776151830335898,1,1,1,3,3
"208","ENSG00000010318",0.00935139967716969,0.252429795414285,0.151834339863482,1,1,1,3,3
"215","ENSG00000010539",0.139678150731108,0.106739601753572,0.0153767031904466,1,1,1,3,3
"231","ENSG00000011143",-0.0199043520915891,-0.0154392663928569,-0.0795935719790446,-1,-1,-1,-3,3
"237","ENSG00000011275",0.0896525044846461,0.00482142887500014,0.060515949862558,1,1,1,3,3
"243","ENSG00000011426",0.0123325893367161,0.0162127345571426,0.122863375892449,1,1,1,3,3
"244","ENSG00000011451",-0.0578917877708944,-0.0680378595500004,-0.12168503832419,-1,-1,-1,-3,3
"249","ENSG00000011523",0.152996013931109,0.0976198699464286,0.13052470944037,1,1,1,3,3
"250","ENSG00000011566",0.0704112214542052,0.000425061303571006,0.0391414685093991,1,1,1,3,3
"262","ENSG00000012817",-0.561562607889186,-0.558409557046429,-0.0465010872345148,-1,-1,-1,-3,3
"267","ENSG00000013275",0.0409686868034713,0.0271617261892851,0.027896961084438,1,1,1,3,3
"273","ENSG00000013375",0.026602063892657,0.0762613069535716,0.191922486289061,1,1,1,3,3
"276","ENSG00000013503",-0.00305708639492686,-0.168491022567857,-0.112094210392913,-1,-1,-1,-3,3
"280","ENSG00000013573",-0.0206834029022698,-0.0212332049607147,-0.249489755517104,-1,-1,-1,-3,3
"281","ENSG00000013583",0.0726806244731639,0.00369876934285784,0.0205281875966099,1,1,1,3,3
"282","ENSG00000013619",0.110590473983978,0.158014981460714,0.108267901363944,1,1,1,3,3
"283","ENSG00000013725",0.0539766906897192,0.142642506310714,0.424370113038829,1,1,1,3,3
"285","ENSG00000014123",0.085712785070494,0.0160677892535714,0.0419579790258862,1,1,1,3,3
"288","ENSG00000014216",-0.119939051307876,-0.0255905839071424,-0.069805758892759,-1,-1,-1,-3,3
"291","ENSG00000014824",-0.00660881068785013,-0.187929248489286,-0.0459496232607091,-1,-1,-1,-3,3
"302","ENSG00000015532",-0.0350974906841124,-0.00308741794285705,-0.0368289513935292,-1,-1,-1,-3,3
"303","ENSG00000015568",0.301328791282777,0.329796956692857,0.245429466939599,1,1,1,3,3
"306","ENSG00000016391",0.120670843619226,0.391169095528571,0.176384713462558,1,1,1,3,3
"310","ENSG00000017483",0.138612662820294,0.645394658089286,0.212304582116179,1,1,1,3,3
"314","ENSG00000018280",0.0879138904248329,0.0295861311392862,0.3194259563094,1,1,1,3,3
"323","ENSG00000019505",-0.26418915767984,-0.132848740703571,-0.0558275431818185,-1,-1,-1,-3,3
"328","ENSG00000020129",-0.0436268358664886,-0.193193365185715,-0.0590258457898303,-1,-1,-1,-3,3
"331","ENSG00000020426",-0.0396480973714279,-0.0446770129964289,-0.0201318119503853,-1,-1,-1,-3,3
"339","ENSG00000021645",0.284956997966622,0.0721551255142856,0.538342247978736,1,1,1,3,3
"355","ENSG00000023445",0.26751643699279,0.361872719567858,0.0757875592249615,1,1,1,3,3
"361","ENSG00000023839",0.0971525522229639,0.313575555360714,0.157871404690601,1,1,1,3,3
"371","ENSG00000025293",0.108282898746863,0.0370360971392856,0.0328366722046232,1,1,1,3,3
"384","ENSG00000026950",0.0828828583409882,0.0801981481785718,0.0176579461550084,1,1,1,3,3
"387","ENSG00000027697",0.120353321520427,0.11520310287143,0.143282057103236,1,1,1,3,3
"397","ENSG00000029363",0.0400599158496666,0.0126341070464289,0.0180862337269643,1,1,1,3,3
"401","ENSG00000029725",-0.0573929202576773,-0.183322490092857,-0.0181800951815099,-1,-1,-1,-3,3
"421","ENSG00000033170",-0.0169181092032042,-0.0735600400642857,-0.00611456606748817,-1,-1,-1,-3,3
"423","ENSG00000033327",0.0563931222146863,0.220784377582143,0.0357109674104779,1,1,1,3,3
"432","ENSG00000034713",-0.0798680486373833,-0.161211775053571,-0.0827382083244999,-1,-1,-1,-3,3
"433","ENSG00000035115",0.0254960843105474,0.530118389889285,0.0490279724046223,1,1,1,3,3
"436","ENSG00000035499",0.00701785674953248,0.0346195533107148,0.324741547321725,1,1,1,3,3
"447","ENSG00000036828",-0.436398017369026,-0.4479526638,-0.361325892262558,-1,-1,-1,-3,3
"456","ENSG00000037965",-0.201999857606141,-0.185419438142857,-0.200464999469337,-1,-1,-1,-3,3
"460","ENSG00000038274",0.0190714177690259,0.151076539949999,0.0486298450684126,1,1,1,3,3
"461","ENSG00000038358",-0.0838855507089455,-0.0317933579392857,-0.0198021966865944,-1,-1,-1,-3,3
"473","ENSG00000039650",-0.243931909889452,-0.0380765446464286,-0.105722184326656,-1,-1,-1,-3,3
"478","ENSG00000040531",-0.0111115977092124,-0.0473706598642858,-0.0239741945528502,-1,-1,-1,-3,3
"481","ENSG00000040933",0.157028780716956,0.0224512966678567,0.0629509120647151,1,1,1,3,3
"487","ENSG00000041982",-0.16512589505207,-0.501311455867858,-0.0763593004379048,-1,-1,-1,-3,3
"489","ENSG00000042062",0.0121311964664885,0.272241529667857,0.246856525076117,1,1,1,3,3
"493","ENSG00000042429",-0.0428709407765018,-0.0605496904678571,-0.195975088677041,-1,-1,-1,-3,3
"498","ENSG00000042980",-0.0920538136389846,-0.0220746362571429,-0.00834922138736616,-1,-1,-1,-3,3
"504","ENSG00000043514",-0.0461394239524697,-0.0334838035428575,-0.0974655467186434,-1,-1,-1,-3,3
"508","ENSG00000044459",0.103957368616022,0.0235069305678568,0.0125644430366716,1,1,1,3,3
"509","ENSG00000044524",0.17119002000267,0.144236005010714,0.463900879403082,1,1,1,3,3
"511","ENSG00000046604",0.127823345716422,0.263426887960714,0.000429538180277689,1,1,1,3,3
"515","ENSG00000046889",0.556426190122029,0.0174461086892856,0.354202193031125,1,1,1,3,3
"519","ENSG00000047249",-0.0856750682376495,-0.0686078460714281,-0.0135185716804314,-1,-1,-1,-3,3
"531","ENSG00000047644",-0.0390149634154877,-0.168222272985714,-0.00725121622403702,-1,-1,-1,-3,3
"534","ENSG00000047932",0.0545328587719629,0.0111021585464286,0.0139371866163325,1,1,1,3,3
"548","ENSG00000048740",0.158614156387984,0.0330664923035719,0.169395549017565,1,1,1,3,3
"555","ENSG00000049239",0.145386708373296,0.12077415355,0.0667125443266565,1,1,1,3,3
"556","ENSG00000049245",0.029193626624032,0.0128182200214288,0.0283942442212632,1,1,1,3,3
"558","ENSG00000049283",-0.155292313428037,-0.161202548360714,-0.193172581179044,-1,-1,-1,-3,3
"559","ENSG00000049323",0.11666763944406,0.167405807057142,0.29025935238983,1,1,1,3,3
"568","ENSG00000049860",0.00461328947102757,0.0343905832535718,0.0535344641180266,1,1,1,3,3
"575","ENSG00000050405",-0.0627704729297722,-0.260739589596428,-0.310999632885363,-1,-1,-1,-3,3
"577","ENSG00000050438",-0.126316524457944,-0.362298264446429,-0.0693225200699539,-1,-1,-1,-3,3
"580","ENSG00000050820",-0.142109796833646,-0.0377440257428576,-0.129711925465331,-1,-1,-1,-3,3
"583","ENSG00000051128",-0.12677459959733,-0.0764778656249998,-0.103646050688443,-1,-1,-1,-3,3
"586","ENSG00000051382",0.044224292016021,0.0170250753928576,0.00763798005177208,1,1,1,3,3
"587","ENSG00000051523",-0.15888015475327,-0.104736279146429,-0.135488165142682,-1,-1,-1,-3,3
"595","ENSG00000052795",0.325473396955407,0.176580647114286,0.00913086606039926,1,1,1,3,3
"596","ENSG00000052802",-0.157867887296661,-0.0942539721428579,-0.0260712892976889,-1,-1,-1,-3,3
"604","ENSG00000053702",-0.0855734499500667,-0.0299128703428571,-0.333107077510324,-1,-1,-1,-3,3
"608","ENSG00000053918",0.0846705982010683,0.394367112482143,0.149550935791988,1,1,1,3,3
"609","ENSG00000054116",-0.0101049537420561,-0.0625321551357141,-0.0942087364788904,-1,-1,-1,-3,3
"615","ENSG00000054277",0.121303121745794,0.3473646786,0.31895412408413,1,1,1,3,3
"622","ENSG00000054654",0.211310434012283,0.0340352795535708,0.0430942245719574,1,1,1,3,3
"627","ENSG00000054983",0.106875155947664,0.0971133202214283,0.00833510854915254,1,1,1,3,3
"628","ENSG00000055044",-0.0740537088566091,-0.0415491975928575,-0.0270319110591677,-1,-1,-1,-3,3
"630","ENSG00000055118",-0.281292876453672,-0.48620081615,-0.0665909163016951,-1,-1,-1,-3,3
"636","ENSG00000055332",0.0861951679668884,0.178779586128572,0.0214147342875197,1,1,1,3,3
"640","ENSG00000055917",0.0419728542456603,0.172996830789286,0.0559503667929135,1,1,1,3,3
"645","ENSG00000056558",0.0904941457927908,0.190528691692857,0.0368701335297383,1,1,1,3,3
"647","ENSG00000056736",0.0317777149036047,0.511279944514285,0.281343499511556,1,1,1,3,3
"656","ENSG00000057663",0.0189081751778373,0.117016007335715,0.0828193618132511,1,1,1,3,3
"677","ENSG00000059377",-0.266676101573565,-0.0879664333500001,-0.0316684881546996,-1,-1,-1,-3,3
"687","ENSG00000060069",0.00700975291775752,0.137970834260715,0.0817040656394461,1,1,1,3,3
"714","ENSG00000062038",-0.0157412526483309,-0.121170200807144,-0.244518452140214,-1,-1,-1,-3,3
"727","ENSG00000063127",0.0222477258200267,0.11833014965,0.404927403044992,1,1,1,3,3
"731","ENSG00000063180",-0.0225548275668892,-0.00760957078571423,-0.284516938758398,-1,-1,-1,-3,3
"739","ENSG00000063660",-0.120881089503071,-0.142290564321429,-0.117250491610169,-1,-1,-1,-3,3
"746","ENSG00000064199",-0.165658094806943,-0.0664646448857145,-0.122447068687211,-1,-1,-1,-3,3
"747","ENSG00000064225",-0.00064614853297762,-0.175048905321429,-0.0458730203473037,-1,-1,-1,-3,3
"753","ENSG00000064490",-0.15762157779012,-0.0515948251142859,-0.0594357987944534,-1,-1,-1,-3,3
"756","ENSG00000064601",-0.121252622256875,-0.0367590641035704,-0.0454531648400618,-1,-1,-1,-3,3
"761","ENSG00000064666",-0.238471647204539,-0.0574458007642846,-0.0511755472357471,-1,-1,-1,-3,3
"767","ENSG00000064787",-0.0796099744878509,-0.147838795439286,-0.357603241246533,-1,-1,-1,-3,3
"772","ENSG00000064995",0.00120868588170886,0.014087631532143,0.0448077882807398,1,1,1,3,3
"773","ENSG00000064999",0.0907679055810418,0.144881114810715,0.0571802700135597,1,1,1,3,3
"774","ENSG00000065000",-0.103433164108944,-0.0320477703000002,-0.0705630613420656,-1,-1,-1,-3,3
"778","ENSG00000065060",0.150151495038451,0.0501320598214283,0.175138647525116,1,1,1,3,3
"784","ENSG00000065268",-0.237076007804807,-0.296445302928571,-0.0576910611266568,-1,-1,-1,-3,3
"797","ENSG00000065534",0.0709229605134851,0.0253674034357143,0.403054917994761,1,1,1,3,3
"808","ENSG00000065809",0.08870360706275,0.126156288292857,0.175470628069029,1,1,1,3,3
"810","ENSG00000065882",-0.0355941514101463,-0.135647894660715,-0.0745509418788908,-1,-1,-1,-3,3
"823","ENSG00000066136",-0.00222699015567418,-0.0115780853428573,-0.0125914700862868,-1,-1,-1,-3,3
"846","ENSG00000066855",0.0584935747500674,0.00961505176071409,0.119175306436364,1,1,1,3,3
"847","ENSG00000066923",0.00615099639172234,0.385617437314286,0.0132139180117106,1,1,1,3,3
"850","ENSG00000067048",-0.519934155315354,-0.436103510989286,-0.305319816918644,-1,-1,-1,-3,3
"863","ENSG00000067225",-0.0474050945420554,-0.031649370307143,-0.0895770274822798,-1,-1,-1,-3,3
"864","ENSG00000067248",-0.0181871445815753,-0.0639951483964287,-0.142269169520802,-1,-1,-1,-3,3
"868","ENSG00000067445",0.135710589758345,0.0035368601750001,0.407407136292758,1,1,1,3,3
"873","ENSG00000067646",-0.352181278896929,-0.522761167307143,-0.192556166917411,-1,-1,-1,-3,3
"877","ENSG00000067829",-0.185005263978371,-0.073851047371428,-0.0386694605469948,-1,-1,-1,-3,3
"881","ENSG00000067955",-0.0535495108261683,-0.110207274157143,-0.0879237944317408,-1,-1,-1,-3,3
"902","ENSG00000068650",0.0226668355879838,0.341286611221429,0.113684137497689,1,1,1,3,3
"904","ENSG00000068697",0.0533179085124171,0.0674617518571416,0.0120474926604022,1,1,1,3,3
"909","ENSG00000068831",0.0134645627748999,0.0781042941749996,0.47169866705886,1,1,1,3,3
"910","ENSG00000068878",0.0155365281460611,0.0359233600214282,0.0591299629026185,1,1,1,3,3
"923","ENSG00000069345",-0.00535233450413841,-0.0989566532321433,-0.107173724100154,-1,-1,-1,-3,3
"925","ENSG00000069431",0.340630524526569,0.0691445097142855,0.821649843428351,1,1,1,3,3
"930","ENSG00000069696",-0.365967859747931,-0.0272645568392857,-0.4461737217396,-1,-1,-1,-3,3
"933","ENSG00000069764",-0.0760541449396532,-0.185858726653572,-0.0604577821211096,-1,-1,-1,-3,3
"936","ENSG00000069943",-0.0696495714574095,-0.00407201139642854,-0.0454448100764253,-1,-1,-1,-3,3
"959","ENSG00000070476",0.0835864543428571,0.072732039310714,0.0323672517476119,1,1,1,3,3
"973","ENSG00000070785",-0.084883962708945,-0.305732504810715,-0.00994934022742644,-1,-1,-1,-3,3
"994","ENSG00000071553",-0.0761315860833118,-0.0735835800321425,-0.0588622068958404,-1,-1,-1,-3,3
"995","ENSG00000071564",-0.111350674003472,-0.0165715086500002,-0.0326111524092454,-1,-1,-1,-3,3
"1005","ENSG00000072071",-0.0561377559938583,-0.218727070860714,-0.244811071392911,-1,-1,-1,-3,3
"1007","ENSG00000072121",0.121054436543124,0.173924309507143,0.0530411501248071,1,1,1,3,3
"1013","ENSG00000072201",-0.00790890760560714,-0.159298680421428,-0.10127233786872,-1,-1,-1,-3,3
"1019","ENSG00000072415",0.138236867484913,0.043474225482143,0.0105277827004624,1,1,1,3,3
"1021","ENSG00000072501",0.106692002248598,0.0476650514535715,0.174428918885669,1,1,1,3,3
"1028","ENSG00000072694",0.0454713257663544,0.117078060585714,0.315514565103236,1,1,1,3,3
"1029","ENSG00000072736",-0.0030690639375166,-0.0927859059642859,-0.0305444076095531,-1,-1,-1,-3,3
"1030","ENSG00000072756",-0.0160554532806412,-0.0676135799035711,-0.0879996106776577,-1,-1,-1,-3,3
"1034","ENSG00000072818",0.10358134837036,0.27325465145,0.00981382029368216,1,1,1,3,3
"1041","ENSG00000072954",0.111322420103872,0.212224407725,0.162717925557473,1,1,1,3,3
"1042","ENSG00000072958",-0.0973270276218958,-0.0542724333392863,-0.0886964761417568,-1,-1,-1,-3,3
"1044","ENSG00000073050",-0.160578380598398,-0.0576152504464291,-0.0175050458329737,-1,-1,-1,-3,3
"1052","ENSG00000073417",0.0971737317949257,0.187249478067857,0.0320162954634817,1,1,1,3,3
"1068","ENSG00000073921",-0.0292050932237657,-0.124092877257143,-0.0702008878030806,-1,-1,-1,-3,3
"1070","ENSG00000074047",0.0412926292744995,0.0979063729107139,0.174629706818182,1,1,1,3,3
"1072","ENSG00000074071",-0.0978217911287045,-0.0802592675250002,-0.023880410181202,-1,-1,-1,-3,3
"1074","ENSG00000074201",-0.0967096011177571,-0.189862661617857,-0.00468301118829029,-1,-1,-1,-3,3
"1078","ENSG00000074319",-0.10274540740534,-0.0441742071357138,-0.0834816850194144,-1,-1,-1,-3,3
"1099","ENSG00000075089",-0.0183194124387178,-0.0843239193785719,-0.0902986202212634,-1,-1,-1,-3,3
"1103","ENSG00000075188",-0.0261657725241662,-0.0335314118464289,-0.0919789508499234,-1,-1,-1,-3,3
"1107","ENSG00000075234",-0.163590045479039,-0.0169645465285715,-0.0555644450665636,-1,-1,-1,-3,3
"1112","ENSG00000075303",0.23193808794259,0.045213797853572,0.054392181024653,1,1,1,3,3
"1120","ENSG00000075426",0.142259448560213,0.240170108428572,0.0388881430542387,1,1,1,3,3
"1127","ENSG00000075651",0.0614259483185586,0.0715759592392864,0.0422243936151006,1,1,1,3,3
"1134","ENSG00000075884",0.0188925384835779,0.035785899196429,0.137841467667797,1,1,1,3,3
"1136","ENSG00000075945",-0.0696339153965289,-0.172242045375,-0.125162473658244,-1,-1,-1,-3,3
"1145","ENSG00000076248",-0.00584919795166883,-0.174549934871429,-0.124696384307241,-1,-1,-1,-3,3
"1146","ENSG00000076258",-0.087517425284112,-0.0665455158285715,-0.166663808538674,-1,-1,-1,-3,3
"1152","ENSG00000076513",-0.0527163721447268,-0.0102717750857142,-0.137917371501078,-1,-1,-1,-3,3
"1156","ENSG00000076641",0.232329778738852,0.345126206150001,0.0702053666271185,1,1,1,3,3
"1167","ENSG00000077044",0.00146003776635517,0.319803532721428,0.188478771708783,1,1,1,3,3
"1186","ENSG00000077463",-0.389695551932711,-0.0357281181964284,-0.0922864790933744,-1,-1,-1,-3,3
"1188","ENSG00000077549",-0.0208662427866493,-0.0745682662857128,-0.034511491140524,-1,-1,-1,-3,3
"1190","ENSG00000077684",0.183162338664085,0.159071765839285,0.0599451498295833,1,1,1,3,3
"1192","ENSG00000077721",-0.00997361529612739,-0.179946274917858,-0.0745840573423733,-1,-1,-1,-3,3
"1203","ENSG00000078114",-0.0392457472411216,-0.0577813204857138,-0.255418926599075,-1,-1,-1,-3,3
"1205","ENSG00000078140",-0.0311986033100133,-0.0974666424285715,-0.10561031668228,-1,-1,-1,-3,3
"1216","ENSG00000078487",0.182320662915087,0.155620828692857,0.0101050351365175,1,1,1,3,3
"1228","ENSG00000078967",0.113738189243792,0.0407314870964282,0.105816082851772,1,1,1,3,3
"1231","ENSG00000079134",0.00980851457676923,0.315420417292857,0.00355381457657966,1,1,1,3,3
"1237","ENSG00000079263",0.228298287491322,0.238431059878571,0.128801535835131,1,1,1,3,3
"1239","ENSG00000079308",0.206916766410147,0.0456923831214286,0.219570459541449,1,1,1,3,3
"1251","ENSG00000079689",-0.141972506529506,-0.543251598192857,-0.394484469136518,-1,-1,-1,-3,3
"1252","ENSG00000079691",0.0963672559861148,0.119990574767857,0.156721905824037,1,1,1,3,3
"1256","ENSG00000079819",0.0703034958090791,0.144318227742858,0.0675565831762706,1,1,1,3,3
"1261","ENSG00000080007",0.831656968606943,0.326800729725,0.129210059876117,1,1,1,3,3
"1275","ENSG00000080608",-0.143498042354339,-0.200524485892857,-0.0556366292801238,-1,-1,-1,-3,3
"1290","ENSG00000081041",0.180840678126301,0.126430686364286,0.427901481994761,1,1,1,3,3
"1291","ENSG00000081052",0.3195368657498,0.0212619706035708,0.440145546407088,1,1,1,3,3
"1292","ENSG00000081059",0.0964724657198932,0.253740042939286,8.2545985824467e-05,1,1,1,3,3
"1295","ENSG00000081154",0.0642669567049401,0.00961605827142886,0.00393584646255807,1,1,1,3,3
"1296","ENSG00000081177",0.183091436532977,0.0251064292892851,0.059140878955624,1,1,1,3,3
"1299","ENSG00000081237",0.364241139630708,0.0715838319428572,0.101086522736826,1,1,1,3,3
"1311","ENSG00000081818",-0.127176721124433,-0.0686227483357142,-0.205846871118952,-1,-1,-1,-3,3
"1313","ENSG00000081853",0.307680307353004,0.0612674363750001,0.0126777043365176,1,1,1,3,3
"1321","ENSG00000082146",0.0257658918005337,0.0810140547678575,0.00918924246502328,1,1,1,3,3
"1328","ENSG00000082269",0.0665630879225638,0.340218648821429,0.103099206784284,1,1,1,3,3
"1336","ENSG00000082641",0.0423633312381835,0.0153898501714274,0.00247061054237285,1,1,1,3,3
"1344","ENSG00000083099",0.00157819948090765,0.0812188224535717,0.237047453371957,1,1,1,3,3
"1345","ENSG00000083123",0.0530283947460619,0.0443521661249999,0.0618951328221877,1,1,1,3,3
"1351","ENSG00000083444",-0.00721527689212209,-0.0306590814678573,-0.0368411473291221,-1,-1,-1,-3,3
"1352","ENSG00000083457",0.0821891336467289,0.0825129994500005,0.129127298465331,1,1,1,3,3
"1359","ENSG00000083750",0.0221040666598133,0.0938249344071433,0.00704002108936841,1,1,1,3,3
"1360","ENSG00000083799",-0.00287129376101447,-0.0895604596428567,-0.257225381844992,-1,-1,-1,-3,3
"1374","ENSG00000084073",-0.0148775778934587,-0.242293649464286,-0.0654111967728808,-1,-1,-1,-3,3
"1381","ENSG00000084234",-0.0495385485631505,-0.00494066813214289,-0.135129815343607,-1,-1,-1,-3,3
"1392","ENSG00000084733",0.02549424297837,0.0310794191107142,0.00521743711525424,1,1,1,3,3
"1394","ENSG00000084754",0.0316765818347129,0.0174699926535702,0.0966163471938373,1,1,1,3,3
"1396","ENSG00000084774",0.0616168746611487,0.0225629828535716,0.200658971194144,1,1,1,3,3
"1397","ENSG00000085063",-0.121174407853138,-0.175285453542857,-0.308207387720493,-1,-1,-1,-3,3
"1406","ENSG00000085415",0.0827684090830436,0.0836597170321429,0.0745302091833588,1,1,1,3,3
"1410","ENSG00000085491",0.109644264696128,0.0734937963500002,0.042497283695532,1,1,1,3,3
"1414","ENSG00000085563",0.354811945160748,0.197125669796428,0.073138265677966,1,1,1,3,3
"1430","ENSG00000085998",-0.0723001592675567,-0.0879503417749996,-0.173722276524806,-1,-1,-1,-3,3
"1435","ENSG00000086065",-0.0973439880699596,-0.123476737385714,-0.0728246210224963,-1,-1,-1,-3,3
"1439","ENSG00000086232",0.00354716547690259,0.137777755146429,0.115752550636671,1,1,1,3,3
"1440","ENSG00000086289",-0.175858836202137,-0.230309453821429,-0.0076144327124803,-1,-1,-1,-3,3
"1442","ENSG00000086475",0.0631082205353808,0.0171555926285718,0.0967654730702616,1,1,1,3,3
"1446","ENSG00000086570",-0.252954716475033,-0.772655608939286,-0.405702198685979,-1,-1,-1,-3,3
"1454","ENSG00000086758",0.120880651987717,0.139348391721429,0.0615247894711874,1,1,1,3,3
"1456","ENSG00000086848",-0.0929683321097468,-0.073333961035714,-0.0441787151491528,-1,-1,-1,-3,3
"1458","ENSG00000087008",-0.126840886990387,-0.0627910478214293,-0.0714183379580895,-1,-1,-1,-3,3
"1466","ENSG00000087095",0.0787133586595461,0.0929391729285713,0.06085870384715,1,1,1,3,3
"1470","ENSG00000087157",0.0496283731356471,0.153766119328571,0.0470367366403703,1,1,1,3,3
"1473","ENSG00000087237",-0.112203809696662,-0.387404456267857,-0.00953766465670247,-1,-1,-1,-3,3
"1477","ENSG00000087263",-0.00344729056074833,-0.124691174489286,-0.0667161548064721,-1,-1,-1,-3,3
